type,group_year,title,place,year,keyword,playtime,summary,url,thumbnail,,,,,,,,,,
기록영상,1951,"""PIPE DREAM"" 작전, 제24 보병 사단 훈련, 한국,OPERATION ""PIPE DREAM"", 24TH INFANTRY DIVISION TRAINING, KOREA",미국 NARA,6/27/1951,"사격,기관총,탄약,전투기,폭격,화염방사기,군용차,지도,통신기구",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"서울 철수와 방어, 중서부, 한국,RETREAT AND DEFENSES OF SEOUL, WEST CENTRAL, KOREA",미국 NARA,4/29/1951,"대포,포격,시청,탱크,카드게임,연기,쌍안경,송수화기,박격포",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"EUSAK 의장대, 대구, 한국,EUSAK HONOR GUARD, TAEGU, KOREA",미국 NARA,2/20/1951,"군악대,깃발,행진,의장",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"헬리콥터 작전, 대구, 한국,HELICOPTER OPERATIONS, TAEGU, KOREA",미국 NARA,3/13/1951,"헬리콥터,군용트럭,적십자,환자,항공샷,낙하산",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"서울을 위한 쌀, 서울, 한국,RICE FOR SEOUL, SEOUL, KOREA",미국 NARA,3/19/1951,"탱크,쌍안경,사격,행군,노숙,군용차,부상자,비행기,화재,소화",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"수색 정찰, 한국 ; 제187 공수, 무산리,RECONNAISSANCE PATROL, KOREA ; 187TH AIRBORNE, MUNSON-NI",미국 NARA,"3/19/1951,3/23/1951","탱크,군용차,지뢰탐지기,군용트럭,부상,기관총,사격,행군,헬리콥터,환자,적십자",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"F-86 작전, 진격 공군 활주로 , 대구, 한국,F-86 OPERATIONS, ADVANCED AIR FIELD, TAEGU, KOREA",미국 NARA,,"군용기,비행기,활주로,포탄,연료,탄약",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"탱크와 정찰, 전주 남부, 한국,TANKS AND PATROL, N CHONJU, KOREA",미국 NARA,1/19/1951,"군용트럭,탱크,포탄,연료,길거리,포로,군용기",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"한국군 제1 사단, 수원 남부, 한국,1ST ROK DIVISION, NORTH OF SUWON, KOREA",미국 NARA,2/3/1951,"포격,박격포,송수화기,쌍안경,지도,헬리콥터,탱크,지뢰탐지기,사격",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"한국행진곡, 부산, 한국,KOREAN MARCHING SONGS, PUSAN, KOREA",미국 NARA,1/29/1951,"음성있음,천막,행군,철조망",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951," 박격포 소대, 인천, 한국,HEAVY MORTAR PLATOON, INCHON, KOREA",미국 NARA,2/4/1951,"박격포,포탄,포격,탱크,군용트럭,기관총,사격",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"유엔  캐나다 부대, 밀양, 한국,CANADIAN UN FORCES, MIRYANG, KOREA",미국 NARA,"1/8/1951,1/11/1951","천막,송수화기,군용트럭,군용차,탱크,빨래,깃발",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"한국에 해병대, 마산,WITH THE MARINES IN KOREA ; MASAN",미국 NARA,1950,"사격,군용트럭,군용차,군수품,군함,쌍안경,배구,사격,적십자",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"흥남 철수, 한국,EVACUATION OF HUNGNAM, KOREA",미국 NARA,12/24/1950,"보트,군함,연기",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"흥남 철수, 한국,EVAC수ATION, HUNGNAM, KOREA",미국 NARA,,"대공포,송수화기,포격,닻,보트,선박,연기,군용기,불,군함",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"정찰 활동, 함흥, 한국,PATROL ACTION, HAMHUNG, KOREA",미국 NARA,12/6/1950,"군용차,군용트럭,기관총,탄약,행군,통신기,탱크,사격",360,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"흥남 철수, 한국,EVACUATION OF HUNGNAM, KOREA",미국 NARA,12/1950,"군함,보트,포격,군용트럭,밀가루,철로,피난민",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"흥남 철수, 한국,EVACUATION OF HUNGNAM, KOREA",미국 NARA,"12/20/1950,12/19/1950","군용트럭,기중기,철로,군함,보트,피난민",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"흥남 철수, 한국,EVACUATION OF HUNGNAM, KOREA",미국 NARA,12/21/1950,"피난민,군함,보트,군용차,탱크",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"잔혹 행위, 덕산 니켈 광산, 함흥, 북한,ATROCITIES, DUKSAN NICKEL MINE, HAMHUNG, N KOREA",미국 NARA,11/13/1950,"한국인,오열,불,행군",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"군사제, 부상자&위생병, 안주, 한국,CHAPLAIN, WOUNDED & MEDICS, ANJU, KOREA",미국 NARA,11/6/1950,"환자,행군,탱크,한국인,소형화기,지뢰탐지기,다리,군용차",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"제1 한국군 사단, PAKCHONG 부근, 한국,1ST ROK DIVISION, NEAR PAKCHONG, KOREA",미국 NARA,1950?,"기관총,박격포,위장,지도,쌍안경,송수화기,전봇대",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"낙하산 강하, 숙천, 한국 ; 한국 전쟁, 청주, 한국,PARACHUTE JUMP, SUKCHON, KOREA ; KOREAN WAR, CHONGJU, KOREA",미국 NARA,"10/21/1950,10/8/1950","낙하산,군용기,공중보급,군용차,장비,환자,탱크,태극기",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"폭탄 피해와 부상자의 항공 후송, 한국,BOMB DAMAGE AND AIR EVACUATION OF WOUNDED, KOREA",미국 NARA,11/6/1950,"탱크,비행기,다리,항공뷰,지도,브리핑",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"제7 육군 사단이 이원에 도착, 한국,SEVENTH ARMY DIVISION LANDING AT IWON, KOREA",미국 NARA,10/28/1950,"선박, 보트,철로,수레,군용기,군함,불도저,군용차, 군용트럭,보트,선박,행군",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"김포 공항(FIELD), 한국에 해경 항공전대, 한국,MARINE AIR GROUPS AT KIMPO FIELD, KOREA",미국 NARA,10/16/1950,"활주로,군용기,군용차,군용트럭,텐트",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"유엔의 날,  서울, 한국 ; 한국 전쟁, 숙천,UN DAY, SEOUL, KOREA ; KOREAN WAR, SUKCHON",미국 NARA,"10/24/1950,10/22/1950","연설,군악대,행진,화재, 연기,대포,군용차,환자,정찰,포로",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"해방 기념식, 서울, 한국,LIBERATION CEREMONIES, SEOUL, KOREA",미국 NARA,9/29/1950,"깃발,연설,사진사,회의실",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"서울 탈환, 한국,RECAPTURE OF SEOUL, KOREA",미국 NARA,9/26/1950,"서울,탱크,군용차,자동차,송수화기,신문,행군,타자기,바리게이트,불,환자,사격",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"한강을 건넘, 제1 미해병대 사단, 한국,HAN RIVER CROSSING US 1ST MARINE DIVISION, KOREA",미국 NARA,9/20/1950,"군용트럭,기관총,탱크,강,고무보트,불도저,보트,군용차,깃발,부상",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"한강을 건넘, 제1 미해병대 사단, 한국,HAN RIVER CROSSING, US 1ST MARINE DIVISION, KOREA",미국 NARA,9/20/1950,"탱크,군용트럭,고무보트,연기,포로,환자,행군,사격,깃발",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"한국의 서울로 향하는 해병대,Marines on way to Seoul, Korea",미국 NARA,9/17/1950,"연기, 불,기관총, 사격,군용기,탱크,부교,열차,행군,부상,태극기,헬리콥터,사격",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"제9 육군 기갑 연대, 낙동강, 한국,ARMY 9TH REGT CP, NAKTONG RIVER, KOREA",미국 NARA,1950,"브리핑,회의,탱크,천막,군용트럭,헬리콥터,환자,소형포,취사,통조림",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"미육군 활동, 제1 기갑 부대, 왜관, 한국,US ARMY ACTIVITIES, 1ST CAV, WAEGWAN, KOREA",미국 NARA,,"다리, 강,대포,포격,전투기,연기,항공뷰,군용차,군용기",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"한국 전쟁, 포항, 한국,KOREAN WAR, POHANG, KOREA",미국 NARA,,"보트,안내문,선박,통신 장비,길거리,군용트럭",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"전쟁, 수원, 한국,WAR, SUWON, KOREA",미국 NARA,,"군용트럭,위장,군수품,군용기,불,포로,행군,통신기,열차",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"인천 작전, 한국,OPERATIONS AT INCHON, KOREA",미국 NARA,9/17/1950,"미해군. 콜렛 (구축함). 5/16/1944-9/18/1947,구축함 (군함),항구,상륙용 주정,침입,둑길",360,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"""Big Switch""작전, 자유의 마을, 한국,Operation, ""Big Switch"", Freedom Village, Korea",미국 NARA,8/1953,"전쟁 포로,Big Switch 작전, 1953",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"""Big Switch""작전, 자유의 마을, 한국,Operation, ""Big Switch"", Freedom Village, Korea",미국 NARA,8/1953,"전쟁 포로,Big Switch 작전, 1953",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"""Big Switch""작전, 자유의 마을, 한국,Operation, ""Big Switch"", Freedom Village, Korea",미국 NARA,9/1953,"인터뷰,전쟁 포로,레크레이션,Big Switch 작전, 1953",360,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"""BIG SWITCH""작전, 자유의 마을/문산, 한국,OPERATION, ""BIG SWITCH"" Freedom Village/Munsan, Korea",미국 NARA,,"인터뷰,해병대,전쟁포로,군인,Big Switch 작전, 1953,까치,종군 기자,대중",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"SP-1 전쟁 포로, 부산, 한국,SP-1 PRISONERS OF WAR, PUSAN, KOREA",미국 NARA,,"전쟁포로,부상,적십자,이발,군수품,환복,소독,취사, 가마솥, 군식당",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"오스트레일리아 병력과 캐나다 ""PRINCESS PAT"" 여단, 한국; ""PRINCESS PAT"" 캐나다 병력,AUSTRALIAN TROOPS AND CANADIAN ""PRINCESS PAT"" REGIMENT, KOREA ; ""PRINCESS PAT"" CANADIAN TROOPS",미국 NARA,6/7/1951,"탱크,부교,군용차, 군용트럭,방화,면도,빨래,통조림,강,보트",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"미국 해병대와, 제7 여단, 제1사단, 인제, 한국,WITH THE US MARINES, 7TH REGIMENT, 1ST DIVISION, INJE, KOREA",미국 NARA,5/29/1951,"탱크,행군,폭파,사격,기관총,산,쌍안경",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"한국에 매슈 B 리즈웨이 장군, 서울 ; 방어, 서울 지역, 한국,GEN MATTHEW B RIDGWAY IN KOREA, SEOUL ; DEFENSE, SEOUL AREA, KOREA",미국 NARA,"5/4/1951,4/29/1951,5/1/1951","군용차,사진사,피난민,나룻배,강,취식, 통조림,하모니카,전봇대, 전선,길거리",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"캐나다 유엔 병력, 밀양, 한국 ; 습식 주행 기술, 캐나다 유엔 군, 밀양,CANADIAN UN TROOPS, MIRYANG, KOREA ; WET RUN MANEUVERS, CANADIAN UN FORCES, MIRYANG",미국 NARA,"1/5/1951,1/6/1951,1/7/1951","텐트,박격포,위문편지,바주카,군용트럭,배식,행군,신부,예배",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"한국 전쟁, 의정부 ; 피난민, 부산, 한국 ; 퇴각, 흥남 지역, 한국, 보쿠도(BOKU-DO),KOREAN WAR, UIJONGBU ; REFUGEES, PUSAN, KOREA ; EVACUATION, HUNGNAM AREA, KOREA, BOKU-DO",미국 NARA,1/2/1951,"포탄,소,위장,피난민,지뢰탐지기,선박, 보트,기병, 말,탱크,부두",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"제7 여단과, 제1 해병대 사단이 함흥 남부로 진격하다 ,한국,WITH THE 7TH REGT, 1ST MARINE DIV DRIVING NORTH OF HAMHUNG, KOREA",미국 NARA,11/6/1950,"통조림,행군,군용트럭, 비행기,불, 연기, 소화,탱크,전쟁포로,선박,통신기",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"한국 전쟁, 제1 해병대 사단과, 코조, 한국,KOREAN WAR, WITH THE FIRST MARINE DIVISION, KOJO, KOREA",미국 NARA,,"행군,폐허,화재,전함, 헬리콥터, 군용차,텐트,대공포,포격,이발",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0," 한국 앞 바다에서미국해군전함 밸리 포지 (CV 45) 탑승 공중 작전,AIR OPERATIONS ABOARD USS VALLEY FORGE (CV 45) AT SEA OFF KOREA",미국 NARA,,"활주로,군용기,전투기,포탄,쌍안경,탄약,헬리콥터",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0," 한국 앞 바다에서미국해군전함 밸리 포지 (CV 45) 탑승 공중 작전,AIR OPERATIONS ABOARD USS VALLEY FORGE (CV 45) AT SEA OFF KOREA",미국 NARA,,"군용기,전투기,헬리콥터,전함,활주로",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"전투기 조종사와 T-6 (MOSQUITO 정찰기) 대구, 한국,FIGHTER CONTROL AND T-6 (MOSQUITO SPOTTER PLANES) TAEGU, KOREA",미국 NARA,,"활주로,군용기,항공뷰,탄약,포탄,군용트럭,귀순병 환영",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"한국 전쟁, 평양, 한국 ; 한국 전쟁 ; 정수 지점, 한국,KOREAN WAR, PYONGYONG, KOREA ; KOREAN WAR ; WATER PURIFICATION POINT, KOREA",미국 NARA,"7/21/1950,7/17/1950,7/19/1950","군용차,천막,회의,송수화기,지뢰,길거리,대포,포격,군용트럭,기관총",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"한국 전쟁 ; 조치원, 한국, 제63 FA ; 한국 전쟁, 대전,KOREAN WAR ; ZOCZIWON, KOREA, 63RD FA ; KOREAN WAR, TAEJON",미국 NARA,7/1950,"열차,군용차, 수레, 군용트럭,기관총,시민,대포,취사, 통조림,행군,지뢰,비행기,군수품, 탄약",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1952,"전쟁포로 [POW, 한국] 활동, 거제도, 한국,Prisoner of War [POW, Korean] Activities, Koje-Do, Korea",미국 NARA,2/6/1952,"라켓, 글러브,세면대,회의,배식",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"후퇴, 의정부, 한국 ; 전투 사진가, 북위 38도 ; 전투 사진가, 의정부, 한국 ; 후퇴, 의정부,RETREAT, UIJONGBU, KOREA ; COMBAT PHOTOGRAPHERS, 38TH PARALLEL ; COMBAT PHOTOGRAPHERS, UIJONGBU, KOREA ; RETREAT, UIJONGBU",미국 NARA,"4/26/1951,4/23/1951,4/27/1951","피난민,탱크,포격,대공포,송수화기,군용트럭,철로,행군",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제임스 A 밴 플리트 중장, 제3 사단, POAN-NIE, 한국 ; 유엔 부대, 영국과 벨기에, 북위 38도,LT GEN JAMES A VAN FLEET, 3RD DIV, POAN-NIE, KOREA ; UN TROOPS, BRITISH AND BELGIUM, 38TH PARALLEL",미국 NARA,4/17/1951,"군용기,군용차,보트,취사,행군,박격포,탱크,노동자",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제 27 여단 (울프하운드) ,제65연대, 서울의 5 MI N, 한국 ; 리즈웨이가 I  군단지역을 방문하다, 한국,65TH RCT AND 27TH (WOLFHOUNDS) 5 MI N OF SEOUL, KOREA ; RIDGWAY VISITS I CORPS AREA, KOREA",미국 NARA,"4/29/1951,5/4/1951","참호,사격,전투기 ,포격,연기,기관총,비행기,군용차",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"화천, 한국 북동쪽 15마일 지점의 포병대를 위한 항공 작전 ; 무산에 공중투하, 한국,AERIAL OBSERVATION FOR ARTILLERY 15 MILES NORTHEAST OF HWACHON, KOREA ; PARADROP AT MUNSAN, KOREA",미국 NARA,3/23/1951,"탱크,포격,송수화기,군용기,항공뷰,지도,공중보급",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"거제도에 PW 건설, 부산 남쪽 약 60마일 지점, 한국,PW CONSTRUCTION ON KOJE-DO ISLAND, ABOUT 60 MILES SOUTH OF PUSAN, KOREA",미국 NARA,"5/14/1951,5/16/1951","불도저,목재,공사,폭발,취사,가마솥",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제24 사단의 제 19, 21 여단이 철의 삼각지대 선봉에 서다,THE 19TH AND 21ST REGIMENTS OF THE 24TH DIVISION SPEARHEAD INTO IRON TRIANGLE, KOREA",미국 NARA,6/30/1951,"폭발,연기,군용트럭,탱크",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"후퇴, 중서부 한국 ; 제임스 A 밴 플리트 중장 그리스군 방문, 한국,RETREAT, WEST CENTRAL KOREA ; LT GEN JAMES A VAN FLEET VISITING GREEKS, SEOUL, KOREA",미국 NARA,"4/28/1951,4/29/1951","피난민,군용차,폐허,지뢰,철조망",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"한국군 제1사단, 서울의 미사일경사거리(MSR)에 24 MI N, 한국 ; 임진강 건넘, ,1ST ROK DIVISION, 24 MI N OF SEOUL ON MSR, KOREA ; IMJIN RIVER CROSSING, 1ST ROK DIVISION",미국 NARA,"4/5/1951,4/7/1951","이발,물,탱크,송수화기,호루라기,박격포,포격",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"704 언덕 이야기, 인천 북부, 한국 ; 언덕 공격, 인천, 한국,STORY OF HILL 704, N. OF INCHON, KOREA ; ATTACK ON HILL 584, INCHON, KOREA",미국 NARA,,"포격,박격포,노동자,산,사격",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"한국에 미국 해병대 제 1사단(제1 여단), 안동, ""A"" 부대장(CO) 제1 탱크 부대,WITH THE US MARINE'S 1ST DIV (1ST REGT) IN KOREA, ANDONG, ""A"" CO 1ST TANK BN",미국 NARA,1/31/1951,"포,기관총,탱크,비행기,군용차,행진,군용기,송수화기,불도저",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"한국에 미국 해병대 제1 사단과, 찬동과 , 찬동 북부(N), 한국; 장날,WITH THE US MARINE'S 1ST DIV IN KOREA, CHON-DONG AND N OF CHON-DONG, KOREA ; MARKET DAY",미국 NARA,"2/8/1951,2/4/1951,2/5/1951","대포,군용트럭,시장,상인,미제물건,말, 운반,노동자,기관총",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"한국 전쟁, 안양, 한국 ; 한국 전쟁, 전방에 메슈 B 리즈웨이 장군, 인천,KOREAN WAR, ANYANG, KOREA ; KOREAN WAR, GEN MATTHEW B RIDGWAY AT THE FRONT, INCHON",미국 NARA,2/7/1951,"연기,참호,탱크,대포,포격,카메라,군용차,행군",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"남아프리카 공군 (날으는 치타 비행함대) 수원, 한국 ; 흥남 철수 (수중폭파반), 한국,SOUTH AFRICAN AIR FORCE (FLYING CHEETEA SQADRON) SUWON, KOREA ; EVACUATION OF HUNGNAM (UNDERWATER DEMOLITION TEAM), KOREA",미국 NARA,"12/17/1950,12/23/1950,","전투기,물자,선박,보트",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"한국에 F-86', 김포 ; NK ; F-80s 겨울 장면, 김포, 한국 ; B-26 임무, CJONGNE,북한,F-86'S IN KOREA, KIMPO ; NK ; WINTER SCENES F-80s, KIMPO, KOREA ; B-26 MISSION, CJONGNE, N KOREA",미국 NARA,"12/17/1950,12/12/1950,12/19/1950,12/15/1950","전투기,탄약,항공뷰,활주로,연기",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"첫번째 해병대 철수,제1 해병대 사단. 장진호 지역으로부터, 코토 리, 한국,WITHDRAWAL FIRST MARINES, 1ST MARINE DIV. FROM CHOSIN RESERVOIR AREA, KOTO-RI, KOREA",미국 NARA,12/10/1950,"천막,불,군용트럭,탱크,행군",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"더글라스 맥아더 장군이 활주로와 부상 대피,GEN DOUGLAS MAC ARTHUS ARRIVING AT YONGPO AIRSTRIP AND EVAC OF WOUNDED, KOREA ; TURKISH TROOPS AND REFUGEES, PYONGYANG AIRSTRIP",미국 NARA,12/12/1950,"비행기, 활주로,트럭,환자,소형 화기,군중,고문,피난민,보트,군용차, 군용트럭",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"한국전쟁, 평양, 한국전쟁, 순천, 터키인 평양, 싱량을 민간이들에게주다.,KOREAN WAR, PYONGYANG, KOREA ; KOREAN WAR, SUNCHON ; TURKS, PYONGYANG ; FLOUR AND BARLEY ARE GIVEN TO THE PEOPLE, HUNGNAM",미국 NARA,"11/30/1950,12/1/1950,12/2/1950,12/12/1950","군악대,깃발,행진,피난민,철로,군용트럭, 탱크, 군용차,휴식,교통정리,배급",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"제 9 군단직할부대 철수, 한국,  SINOYE 부근 ; ""C"" 포대, 제82 포병대, 155MM 곡사포, 제1기갑 사단., 시변리,WITHDRAWAL OF IX CORPS TROOPS, KOREA, VICINITY OF SINOYE ; ""C"" BATTERY, 82ND ARTILLERY, 155MM HOWITZER, 1ST CAV. DIV., SIBYON-NI",미국 NARA,"12/7/1950,12/8/1950,12/11/1950","대포,포격,책상,군용차,항공뷰,연기",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"한강을 건너는 피난민, 그리스 병력의 도착, ,REFUGEES CROSS HAN RIVER, SEOUL, KOREA ; NEWLY ARRIVED GREEK TROOPS, SUWON, KOREA ; 2ND BATTALION, 187TH RCT. AREA, SUWON",미국 NARA,"12/20/1950,12/18/1950,12/19/1950","피난민,배식,행군,체조,광고지,텐트,열차,주사위,내기,이발,신문",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"원산 해변 상륙, 원산, 한국 ; 수중해체팀 ; 원산 해변에서,LANDING AT WONSAN BEACH, WONSAN, KOREA ; UNDERWATER DEMOLITION TEAMS ; ON THE BEACH AT WONSAN",미국 NARA,10/1950,"전함,고무보트,수중복,보트,기중기,트럭,헬리콥터",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"대전의 폐허; 잔혹 행위; 적장비,45MM 총,전몰 전우를 위한 카톨릭 미사,,KOREAN WAR, RUINS OF TAEJON ; ATROCITIES ; ENEMY EQUIPMENT, 45MM GUN, KOREA ; KOREAN WAR, CATHOLIC SERVICES FOR FALLEN COMRADES, KIMPO",미국 NARA,"10/5/1950,9/23/1950","폐허,시신,예배,신부,묘지",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"한국 전쟁. 김포 공항, 인천, 한국 ; 제32 여단, 제7 사단, 제,KOREAN WAR. KIMPO AIRFIELD, INCHON, KOREA ; 32ND REFT, 7TH DIV, REPLACING 1ST DIV MARINES, INCHON",미국 NARA,,"비행기,연설,사진사,행군,군용차,군중,태극기,참호,쌍안경",360,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
